airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
garuda-indonesia,/lounge-reviews/garuda-indonesia,Business Class - Denpasar Bali Airport,Jo Hogan,Australia,2015-07-05,"Absolutely ridiculous that this lounge is still a temporary lounge - the airport has been built, restaurants are open other lounges have been open for more than six months and Garuda  still haven't got their act together. I'm told that Bintang isn't available till 7pm? Maybe Garuda should consider giving a refund to compensate travellers who have paid for business class expecting service - or team up with an open Lounge the other airlines have done. It's not rocket science. And even if Garuda insist on keeping the temporary lounge, at least provide a decent service - it wouldn't kill you.",Business Class,Denpasar Bali Airport,Business Class,NA,Business,1,1,1,NA,1,NA,1,1,0
hong-kong-airlines,/lounge-reviews/hong-kong-airlines,Business Lounge - Hong Kong Airport,Francis Wong,Hong Kong,2015-06-30,"A very impressive lounge located near gate 23 with a clear view of the runway. The variety of food and drinks offered is amazing, staff are very friendly and helpful. Plenty of room to lounge about, computers and printers available. There is also an area where you can take a quite nap which is dimly lit and away from the crowd. It is worth mentioning that some dishes are available by ordering, they make fresh for you, a very nice touch indeed.",Business Lounge,Hong Kong Airport,Business Class,30-05-2015,Solo Leisure,9,4,4,4,4,4,4,4,1
south-african-airways,/lounge-reviews/south-african-airways,South African Airways Business Class Lounge - Cape Town Airport,Jay Denbakker,South Africa,2011-05-01,"Checked in at 10am en route to JNB and Hong Kong. On arrival at the lounge counter staff were chatting among themselves - not really interested; no verbal communication from them - even after our ""hi"" - just a pointed arm in the correct direction after we accidentally turned toward the first class lounge. The lounge itself is light and spacious. Enough choices of food and some fresh fruit. Surprisingly no decaf coffee - not an uncommon demand these days. Upon leaving we again had no acknowledgement - the ladies did not even glance at us as they chatted. A simple smile with a ""hello and welcome"" and an ""enjoy your flight"" as we left would have sufficed. It left us wondering if the rest of our flight was going to be like this - thankfully it wasn't. Johannesburg Business lounge (on our return) could give them a few tips.",SOUTH AFRICAN AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Cape Town Airport,Business Class,NA,NA,3,4,4,3,3,4,4,2,0
srilankan-airlines,/lounge-reviews/srilankan-airlines,Srilankan Airlines Serendib Business Class Lounge - Colombo Airport,B Bamkin,Australia,2013-12-23,You get what you pay for. We found a cheap business class ticket to Europe on Sri Lankan and are now in CMB for an 8 hr layover. We left the airport and have eaten at Negambo beach (which is worth it if you're wondering just a 15 min taxi ride away) and are now back in the lounge. Vinyl tub chairs a la 1989 (and no it's not meant to be retro) small toilet area (staff will wait outside cubicle until you are finished) one shower and pretty average food. A nice chill out zone but it's small. Oneworld level of service/quality this lounge is not! All in all cheap airfare means this is what you get so I am grateful to be flying business on a bed and I guess lucky to be in a lounge.,SRILANKAN AIRLINES SERENDIB BUSINESS CLASS LOUNGE REVIEW,Colombo Airport,Business Class,NA,NA,3,2,5,3,3,2,2,4,0
qantas-airways,/lounge-reviews/qantas-airways,Qantas Club Business Class Lounge Customer - Honolulu Airport,S Conroy,NA,2010-07-02,A clean and tidy lounge - although by the time all eligible passengers are in the lounge it can be quite cramped and busy. It is operated by two staff who work hard when the lounge is full as it serves both JQ and QF flights including QC members traveling on JetStar economy. I recommend arriving early as access can be denied when the lounge hits peak capacity. There can be a lengthy queue to enter at times as there is only one person manning the reception desk and she must record your details manually as you enter. Food and beverage amenities are adequate. There is no television but there are 3 PC terminals. WiFi coverage is a bit confusing as most pax needing access needed staff assistance to log in. Overall a good lounge and an alternative to the bus shelter that is HNL terminal.,QANTAS CLUB BUSINESS CLASS LOUNGE CUSTOMER REVIEW,Honolulu Airport,Business Class,NA,NA,4,4,5,4,4,5,3,4,0
gulf-air,/lounge-reviews/gulf-air,Gulf Air First Class Lounge - Bahrain Airport,G Becque,NA,2006-09-28,GF lounge at BAH is the best I have encountered. From being met at the reception desk by the most courteous staff to being escorted to your gate if requested by the most profesional staff it is a truly enjoyable experience. Computers free wifi a huge choice of food from hot snacks to sandwiches drinks from the finest champagne to sodas. Staff will also pack you a lunch box for a long haul flight if requested - in this lounge you dont have to ask for anything as everything is offered. The lounge has an Arabian theme which is very comfortable. People often wonder what they are paying for with business and first class prices apart from the wonderful service offered on their flights this 5* star treatment in the lounge would put alot of 5* hotels to shame.,GULF AIR FIRST CLASS LOUNGE REVIEW,Bahrain Airport,First Class,NA,NA,5,5,5,5,5,5,5,5,0
swiss-international-air-lines,/lounge-reviews/swiss-international-air-lines,Swiss Int'l Air Lines Business Class Lounge - Basel Mulhouse Airport,Michel Jeff,Switzerland,2012-02-07,This is probably the best SWISS lounge (also doubles as Star Alliance Lounge). Amazing views of the runways from this circular lounge with surprisingly tasty hot food good selection of drinks and above all a very calm and relaxing atmosphere - even to the extent of having laid back chairs/beds to watch the planes take off and land. Free high speed WIFI. Worth choosing Basel to fly from if convenient compared to Geneva or Zurich just for the excellent lounge. SWISS do some things well (not all by a long stretch) - and this is definitely one of them!,SWISS INT'L AIR LINES BUSINESS CLASS LOUNGE REVIEW,Basel Mulhouse Airport,Business Class,NA,NA,5,5,5,4,4,5,5,4,1
british-airways,/lounge-reviews/british-airways,"British Airways ""chinook"" Business Class Lounge - Calgary Airport",S Bain,United Kingdom,2015-01-02,Awful! No still bottled water - have to use a machine linked to the mains. Only a hot soup type thing and no other hot food. Dried sandwiches horrible coffee. BA - why do you bother with this lounge?,"BRITISH AIRWAYS ""CHINOOK"" BUSINESS CLASS LOUNGE REVIEW",Calgary Airport,Business Class,NA,NA,2,2,3,1,1,3,2,2,0
turkish-airlines,/lounge-reviews/turkish-airlines,Turkish Airlines Business Class Lounge - Istanbul Ataturk Airport,Andrew Smith,United Kingdom,2013-07-07,Huge sprawling open-plan lounge rammed full of people with a very random and disorganised lay-out. Also not one real quiet area with groups of people sitting around shouting people listening to iPads laptops on speaker - just very chaotic and not a nice place to wait for a flight.,TURKISH AIRLINES BUSINESS CLASS LOUNGE REVIEW,Istanbul Ataturk Airport,Business Class,NA,NA,3,3,3,4,4,0,4,3,0
aeromexico,/lounge-reviews/aeromexico,Aeromexico Salon Premier Business Class Lounge - Tijuana Airport,R Scot,NA,2009-01-09,Fairly basic lounge. Nice enough but a little crowded. Good selection of self serve alcohol and soft drinks. No real food beyond peanuts and stuff. Decent wireless and 4-6 internet terminals. Overall pretty nice for Tijuana.,AEROMEXICO SALON PREMIER BUSINESS CLASS LOUNGE REVIEW,Tijuana Airport,Business Class,NA,NA,3,3,3,4,2,3,4,3,0
air-france,/lounge-reviews/air-france,Air France / Skyteam Business Class Lounge - Paris CDG Airport,N Lawrence,United Kingdom,2014-03-11,Absolutely appalling. Dreadful food and tables covered with dirty plates and glasses that the non- existent staff have failed to remove. Quite the worst lounge I have ever been in.,AIR FRANCE / SKYTEAM BUSINESS CLASS LOUNGE REVIEW,Paris CDG Airport,Business Class,NA,NA,2,2,1,2,1,2,3,1,0
japan-airlines,/lounge-reviews/japan-airlines,Business Class Lounge,T IVERSEN,NA,2007-03-24,Air New Zealand uses JAL international lounge in Osaka. Found the lounge very basic. Very limited choice of drinks and the food was nuts and cookies! Nothing else. Seats arranged in long rows all facing the same way. Not very welcoming or relaxing. Staff essentially not present.,BUSINESS CLASS LOUNGE,NA,Business Class,NA,NA,2,1,5,1,1,3,1,1,0
british-airways,/lounge-reviews/british-airways,"British Airways ""plaza Premium"" Lounge - Toronto Pearson Airport",Robert Donnelly,Canada,2013-10-06,"Overall a disappointment even with a discount. Because time blocks are sold based upon your departure time we were obliged to ""buy"" 3-hours of access when we only needed two. On the plus side the lounge is calm airy comfortable and has great views of the tarmac. On the other hand staff were indifferent and insufficiently aware of the needs of the ""buffet"" station. The food itself was barely okay. Selection and quality were narrow. The ""hot"" dishes most certainly were not and I worried about that. Wine selection was also okay. House selection(s) were Canadian brands. Was it worth $85CAD+? No.","BRITISH AIRWAYS ""PLAZA PREMIUM"" LOUNGE REVIEW",Toronto Pearson Airport,NA,NA,NA,3,4,4,3,2,4,3,2,0
british-airways,/lounge-reviews/british-airways,British Airways First Class Concorde Lounge - London Heathrow Airport,R Beagley,United States,2011-10-21,I was frankly very disappointed. Only half of the food on the bar menu was available and someone did tell me about other food options that were apparently available but they mumbled so much I have no clue as to what they said - at the third time of asking I gave up.,BRITISH AIRWAYS FIRST CLASS CONCORDE LOUNGE REVIEW,London Heathrow Airport,First Class,NA,NA,3,3,4,4,2,4,0,3,0
aer-lingus,/lounge-reviews/aer-lingus,Aer Lingus Gold Circle Business Class Lounge - Dublin Airport,S Halford,NA,2008-08-19,Very basic but better than filthy overcrowded terminal. Food choice limited to biscuits and packaged cheddar cheese. Good selection of drinks - alcoholic and non. Staff friendly to indifferent depending on when you visit. Washrooms outside lounge - shared with other lounges and filthy.,AER LINGUS GOLD CIRCLE BUSINESS CLASS LOUNGE REVIEW,Dublin Airport,Business Class,NA,NA,2,2,2,3,0,0,2,2,0
